State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Bansi,FAQ,"1,710.00","2,125.00","1,918.00",Rs./Quintal,2021-09-08
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Lokwan,FAQ,"1,625.00","2,005.00","1,815.00",Rs./Quintal,2021-09-08
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Lokwan,FAQ,"2,020.00","2,050.00","2,025.00",Rs./Quintal,2021-09-08
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Rajasthan Tukdi,FAQ,"1,900.00","2,145.00","2,055.00",Rs./Quintal,2021-09-08
Gujarat,Banaskanth,Amirgadh APMC,Cereals,Wheat,147 Average,FAQ,"1,925.00","1,925.00","1,925.00",Rs./Quintal,2021-09-08
Gujarat,Banaskanth,Deesa APMC,Cereals,Wheat,Other,FAQ,"1,875.00","2,105.00","1,900.00",Rs./Quintal,2021-09-08
Gujarat,Banaskanth,Deesa(Bhildi) APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,850.00","1,850.00",Rs./Quintal,2021-09-08
Gujarat,Banaskanth,Dhanera APMC,Cereals,Wheat,Other,FAQ,"1,800.00","1,905.00","1,850.00",Rs./Quintal,2021-09-08
Gujarat,Banaskanth,Palanpur APMC,Cereals,Wheat,Other,FAQ,"1,950.00","2,105.00","2,027.00",Rs./Quintal,2021-09-08
Gujarat,Banaskanth,Thara APMC,Cereals,Wheat,Other,FAQ,"1,935.00","2,125.00","2,030.00",Rs./Quintal,2021-09-08
Gujarat,Banaskanth,Thara(Shihori) APMC,Cereals,Wheat,Other,FAQ,"1,800.00","1,900.00","1,850.00",Rs./Quintal,2021-09-08
Gujarat,Bharuch,Jambusar APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,100.00","2,000.00",Rs./Quintal,2021-09-08
Gujarat,Bhavnagar,Bhavnagar APMC,Cereals,Wheat,Local,FAQ,"1,800.00","2,095.00","1,875.00",Rs./Quintal,2021-09-08
Gujarat,Botad,Botad APMC,Cereals,Wheat,Other,FAQ,"1,895.00","2,175.00","2,035.00",Rs./Quintal,2021-09-08
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,147 Average,FAQ,"2,050.00","2,165.00","2,120.00",Rs./Quintal,2021-09-08
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Lokwan,FAQ,"2,050.00","2,165.00","2,120.00",Rs./Quintal,2021-09-08
Gujarat,Devbhumi Dwarka,Bhanvad APMC,Cereals,Wheat,Lokwan,FAQ,"1,350.00","1,500.00","1,450.00",Rs./Quintal,2021-09-08
Gujarat,Gandhinagar,Dehgam APMC,Cereals,Wheat,Other,FAQ,"1,985.00","2,075.00","2,030.00",Rs./Quintal,2021-09-08
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Cereals,Wheat,Other,FAQ,"1,800.00","1,900.00","1,850.00",Rs./Quintal,2021-09-08
Gujarat,Gandhinagar,Kalol APMC,Cereals,Wheat,Other,FAQ,"1,975.00","2,100.00","2,000.00",Rs./Quintal,2021-09-08
Gujarat,Jamnagar,Dhrol APMC,Cereals,Wheat,Other,FAQ,"2,000.00","2,115.00","2,060.00",Rs./Quintal,2021-09-08
Gujarat,Jamnagar,Jamnagar APMC,Cereals,Wheat,Other,FAQ,"1,955.00","2,120.00","2,038.00",Rs./Quintal,2021-09-08
Gujarat,Junagarh,Mangrol APMC,Cereals,Wheat,Lok-1,FAQ,"2,050.00","2,125.00","2,100.00",Rs./Quintal,2021-09-08
Gujarat,Junagarh,Mangrol APMC,Cereals,Wheat,Milbar,FAQ,"1,975.00","2,000.00","1,990.00",Rs./Quintal,2021-09-08
Gujarat,Kheda,Kapadvanj APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,975.00","1,912.00",Rs./Quintal,2021-09-08
Gujarat,Mehsana,Becharaji APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,975.00","1,912.00",Rs./Quintal,2021-09-08
Gujarat,Mehsana,Mehsana(Jornang) APMC,Cereals,Wheat,Other,FAQ,"1,800.00","2,075.00","1,900.00",Rs./Quintal,2021-09-08
Gujarat,Mehsana,Visnagar APMC,Cereals,Wheat,Other,FAQ,"1,910.00","2,210.00","2,060.00",Rs./Quintal,2021-09-08
Gujarat,Morbi,APMC HALVAD,Cereals,Wheat,Other,FAQ,"1,750.00","2,200.00","2,050.00",Rs./Quintal,2021-09-08
Gujarat,Morbi,Vankaner APMC,Cereals,Wheat,Other,FAQ,"1,925.00","2,095.00","1,990.00",Rs./Quintal,2021-09-08
Gujarat,Panchmahals,Godhra APMC,Cereals,Wheat,Medium,FAQ,"1,820.00","1,930.00","1,870.00",Rs./Quintal,2021-09-08
Gujarat,Panchmahals,Godhra(Timbaroad) APMC,Cereals,Wheat,Medium,FAQ,"1,850.00","1,945.00","1,870.00",Rs./Quintal,2021-09-08
Gujarat,Patan,Patan APMC,Cereals,Wheat,Other,FAQ,"1,965.00","2,260.00","2,115.00",Rs./Quintal,2021-09-08
Gujarat,Patan,Sami APMC,Cereals,Wheat,Other,FAQ,"1,650.00","1,900.00","1,825.00",Rs./Quintal,2021-09-08
Gujarat,Patan,Siddhpur APMC,Cereals,Wheat,Hybrid,FAQ,"1,955.00","2,250.00","2,102.00",Rs./Quintal,2021-09-08
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Other,FAQ,"1,820.00","1,820.00","1,820.00",Rs./Quintal,2021-09-08
Gujarat,Rajkot,Dhoraji APMC,Cereals,Wheat,Lokwan,FAQ,"1,660.00","1,910.00","1,805.00",Rs./Quintal,2021-09-08
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Lokwan,FAQ,"1,950.00","2,125.00","2,045.00",Rs./Quintal,2021-09-08
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Sharbati,FAQ,"2,025.00","2,315.00","2,155.00",Rs./Quintal,2021-09-08
Gujarat,Sabarkantha,Bhiloda APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,100.00","2,000.00",Rs./Quintal,2021-09-08
Gujarat,Sabarkantha,Dhansura APMC,Cereals,Wheat,Milbar,FAQ,"1,950.00","2,100.00","2,050.00",Rs./Quintal,2021-09-08
Gujarat,Sabarkantha,Himatnagar APMC,Cereals,Wheat,Sonalika,FAQ,"1,975.00","2,450.00","2,225.00",Rs./Quintal,2021-09-08
Gujarat,Amreli,APMC Bagasara,Cereals,Wheat,Lokwan Gujrat,FAQ,"1,965.00","2,030.00","1,997.00",Rs./Quintal,2021-09-09
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Bansi,FAQ,"1,800.00","2,195.00","1,998.00",Rs./Quintal,2021-09-09
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Lokwan,FAQ,"1,750.00","2,125.00","1,938.00",Rs./Quintal,2021-09-09
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Lokwan,FAQ,"1,825.00","2,125.00","2,075.00",Rs./Quintal,2021-09-09
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Rajasthan Tukdi,FAQ,"1,750.00","2,385.00","2,075.00",Rs./Quintal,2021-09-09
Gujarat,Banaskanth,Deesa APMC,Cereals,Wheat,Other,FAQ,"1,875.00","1,925.00","1,905.00",Rs./Quintal,2021-09-09
Gujarat,Banaskanth,Deesa(Bhildi) APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,875.00","1,850.00",Rs./Quintal,2021-09-09
Gujarat,Banaskanth,Palanpur APMC,Cereals,Wheat,Other,FAQ,"1,925.00","2,065.00","1,995.00",Rs./Quintal,2021-09-09
Gujarat,Banaskanth,Thara APMC,Cereals,Wheat,Other,FAQ,"1,990.00","2,130.00","2,060.00",Rs./Quintal,2021-09-09
Gujarat,Banaskanth,Thara(Shihori) APMC,Cereals,Wheat,Other,FAQ,"1,825.00","1,975.00","1,900.00",Rs./Quintal,2021-09-09
Gujarat,Bharuch,Jambusar APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,200.00","2,000.00",Rs./Quintal,2021-09-09
Gujarat,Botad,Botad APMC,Cereals,Wheat,Other,FAQ,"1,965.00","2,135.00","2,050.00",Rs./Quintal,2021-09-09
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,147 Average,FAQ,"2,065.00","2,175.00","2,100.00",Rs./Quintal,2021-09-09
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Lokwan,FAQ,"2,065.00","2,175.00","2,100.00",Rs./Quintal,2021-09-09
Gujarat,Devbhumi Dwarka,Bhanvad APMC,Cereals,Wheat,Lokwan,FAQ,"1,250.00","1,550.00","1,450.00",Rs./Quintal,2021-09-09
Gujarat,Gandhinagar,Dehgam APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,000.00","1,950.00",Rs./Quintal,2021-09-09
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,900.00","1,875.00",Rs./Quintal,2021-09-09
Gujarat,Gandhinagar,Kalol APMC,Cereals,Wheat,Other,FAQ,"1,990.00","2,075.00","2,025.00",Rs./Quintal,2021-09-09
Gujarat,Jamnagar,Dhrol APMC,Cereals,Wheat,Other,FAQ,"1,950.00","2,090.00","2,020.00",Rs./Quintal,2021-09-09
Gujarat,Jamnagar,Jamnagar APMC,Cereals,Wheat,Other,FAQ,"1,400.00","2,120.00","1,760.00",Rs./Quintal,2021-09-09
Gujarat,Junagarh,Mangrol APMC,Cereals,Wheat,Lok-1,FAQ,"2,050.00","2,100.00","2,080.00",Rs./Quintal,2021-09-09
Gujarat,Junagarh,Mangrol APMC,Cereals,Wheat,Milbar,FAQ,"1,975.00","2,000.00","1,990.00",Rs./Quintal,2021-09-09
Gujarat,Junagarh,Mangrol APMC,Cereals,Wheat,Rajasthan Tukdi,FAQ,"2,100.00","2,125.00","2,115.00",Rs./Quintal,2021-09-09
Gujarat,Kheda,Kapadvanj APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,975.00","1,912.00",Rs./Quintal,2021-09-09
Gujarat,Mehsana,Becharaji APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,000.00","1,950.00",Rs./Quintal,2021-09-09
Gujarat,Mehsana,Visnagar APMC,Cereals,Wheat,Other,FAQ,"1,935.00","2,240.00","2,087.00",Rs./Quintal,2021-09-09
Gujarat,Morbi,APMC HALVAD,Cereals,Wheat,Other,FAQ,"1,755.00","2,195.00","2,100.00",Rs./Quintal,2021-09-09
Gujarat,Morbi,Vankaner APMC,Cereals,Wheat,Other,FAQ,"1,925.00","2,075.00","1,980.00",Rs./Quintal,2021-09-09
Gujarat,Panchmahals,Godhra Kakanpur APMC,Cereals,Wheat,Other,FAQ,182,"1,965.00","1,910.00",Rs./Quintal,2021-09-09
Gujarat,Panchmahals,Godhra(Timbaroad) APMC,Cereals,Wheat,MP Lokwan,FAQ,"1,820.00","1,960.00","1,905.00",Rs./Quintal,2021-09-09
Gujarat,Patan,Patan APMC,Cereals,Wheat,Other,FAQ,"1,920.00","2,065.00","1,995.00",Rs./Quintal,2021-09-09
Gujarat,Patan,Siddhpur APMC,Cereals,Wheat,Hybrid,FAQ,"1,920.00","2,100.00","2,010.00",Rs./Quintal,2021-09-09
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Other,FAQ,"1,815.00","1,860.00","1,840.00",Rs./Quintal,2021-09-09
Gujarat,Rajkot,Dhoraji APMC,Cereals,Wheat,Lokwan,FAQ,"1,605.00","1,925.00","1,910.00",Rs./Quintal,2021-09-09
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Lokwan,FAQ,"1,965.00","2,140.00","2,075.00",Rs./Quintal,2021-09-09
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Sharbati,FAQ,"2,020.00","2,350.00","2,150.00",Rs./Quintal,2021-09-09
Gujarat,Sabarkantha,Dhansura APMC,Cereals,Wheat,Milbar,FAQ,"1,900.00","2,075.00","2,050.00",Rs./Quintal,2021-09-09
Gujarat,Sabarkantha,Himatnagar APMC,Cereals,Wheat,Sonalika,FAQ,"2,055.00","2,250.00","2,150.00",Rs./Quintal,2021-09-09
Gujarat,Amreli,APMC Bagasara,Cereals,Wheat,Lokwan Gujrat,FAQ,"1,670.00","2,000.00","1,835.00",Rs./Quintal,2021-09-10
Gujarat,Devbhumi Dwarka,Bhanvad APMC,Cereals,Wheat,Lokwan,FAQ,"1,250.00","1,550.00","1,350.00",Rs./Quintal,2021-09-10
Gujarat,Gandhinagar,Dehgam APMC,Cereals,Wheat,Other,FAQ,"1,925.00","2,000.00","1,962.00",Rs./Quintal,2021-09-10
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Cereals,Wheat,Other,FAQ,"1,800.00","1,900.00","1,850.00",Rs./Quintal,2021-09-10
Gujarat,Jamnagar,Dhrol APMC,Cereals,Wheat,Other,FAQ,"2,030.00","2,115.00","2,075.00",Rs./Quintal,2021-09-10
Gujarat,Morbi,APMC HALVAD,Cereals,Wheat,Other,FAQ,"2,005.00","2,160.00","2,100.00",Rs./Quintal,2021-09-10
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Other,FAQ,"1,800.00","1,830.00","1,815.00",Rs./Quintal,2021-09-10
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Lokwan,FAQ,"1,950.00","2,100.00","2,030.00",Rs./Quintal,2021-09-10
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Sharbati,FAQ,"1,985.00","2,315.00","2,140.00",Rs./Quintal,2021-09-10
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Bansi,FAQ,"1,850.00","2,165.00","2,008.00",Rs./Quintal,2021-09-11
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Lokwan,FAQ,"1,750.00","2,125.00","1,938.00",Rs./Quintal,2021-09-11
Gujarat,Banaskanth,Deesa APMC,Cereals,Wheat,Other,FAQ,"1,875.00","2,035.00","1,950.00",Rs./Quintal,2021-09-11
Gujarat,Banaskanth,Deesa(Bhildi) APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,850.00","1,850.00",Rs./Quintal,2021-09-11
Gujarat,Banaskanth,Dhanera APMC,Cereals,Wheat,Other,FAQ,"1,755.00","1,890.00","1,820.00",Rs./Quintal,2021-09-11
Gujarat,Banaskanth,Palanpur APMC,Cereals,Wheat,Other,FAQ,"1,910.00","2,095.00","2,002.00",Rs./Quintal,2021-09-11
Gujarat,Banaskanth,Thara APMC,Cereals,Wheat,Other,FAQ,"1,935.00","2,200.00","2,067.50",Rs./Quintal,2021-09-11
Gujarat,Banaskanth,Thara(Shihori) APMC,Cereals,Wheat,Other,FAQ,"1,825.00","1,985.00","1,905.00",Rs./Quintal,2021-09-11
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,147 Average,FAQ,"2,050.00","2,145.00","2,100.00",Rs./Quintal,2021-09-11
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Lokwan,FAQ,"2,050.00","2,145.00","2,100.00",Rs./Quintal,2021-09-11
Gujarat,Gandhinagar,Dehgam APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,000.00","1,950.00",Rs./Quintal,2021-09-11
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Cereals,Wheat,Other,FAQ,"1,800.00","1,850.00","1,825.00",Rs./Quintal,2021-09-11
Gujarat,Jamnagar,Dhrol APMC,Cereals,Wheat,Other,FAQ,"1,905.00","2,090.00","2,000.00",Rs./Quintal,2021-09-11
Gujarat,Junagarh,Mangrol APMC,Cereals,Wheat,Lok-1,FAQ,"2,075.00","2,150.00","2,125.00",Rs./Quintal,2021-09-11
Gujarat,Kheda,Kapadvanj APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,975.00","1,912.00",Rs./Quintal,2021-09-11
Gujarat,Mehsana,Becharaji APMC,Cereals,Wheat,Other,FAQ,"1,950.00","2,060.00","2,005.00",Rs./Quintal,2021-09-11
Gujarat,Mehsana,Mehsana(Jornang) APMC,Cereals,Wheat,Other,FAQ,"1,800.00","2,065.00","2,000.00",Rs./Quintal,2021-09-11
Gujarat,Mehsana,Visnagar APMC,Cereals,Wheat,Other,FAQ,"1,915.00","2,215.00","2,065.00",Rs./Quintal,2021-09-11
Gujarat,Morbi,Vankaner APMC,Cereals,Wheat,Other,FAQ,"1,930.00","2,055.00","1,970.00",Rs./Quintal,2021-09-11
Gujarat,Patan,Patan APMC,Cereals,Wheat,Other,FAQ,"1,950.00","2,065.00","2,010.00",Rs./Quintal,2021-09-11
Gujarat,Patan,Siddhpur APMC,Cereals,Wheat,Hybrid,FAQ,"1,950.00","2,155.00","2,052.00",Rs./Quintal,2021-09-11
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Other,FAQ,"1,800.00","1,830.00","1,815.00",Rs./Quintal,2021-09-11
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Lokwan,FAQ,"1,955.00","2,095.00","2,020.00",Rs./Quintal,2021-09-11
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Sharbati,FAQ,"1,980.00","2,250.00","2,100.00",Rs./Quintal,2021-09-11
Gujarat,Sabarkantha,Dhansura APMC,Cereals,Wheat,Milbar,FAQ,"1,900.00","2,125.00","2,060.00",Rs./Quintal,2021-09-11
Gujarat,Sabarkantha,Himatnagar APMC,Cereals,Wheat,Sonalika,FAQ,"1,950.00","2,105.00","2,025.00",Rs./Quintal,2021-09-11
Gujarat,Amreli,Rajula APMC,Cereals,Wheat,PISSI,FAQ,"1,750.00","2,205.00","1,978.00",Rs./Quintal,2021-09-13
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Bansi,FAQ,"1,785.00","2,165.00","1,975.00",Rs./Quintal,2021-09-13
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Lokwan,FAQ,"1,650.00","2,125.00","1,888.00",Rs./Quintal,2021-09-13
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Lokwan,FAQ,"1,750.00","2,095.00","2,080.00",Rs./Quintal,2021-09-13
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Rajasthan Tukdi,FAQ,"1,735.00","2,190.00","2,035.00",Rs./Quintal,2021-09-13
Gujarat,Banaskanth,Deesa APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,075.00","1,950.00",Rs./Quintal,2021-09-13
Gujarat,Banaskanth,Deesa(Bhildi) APMC,Cereals,Wheat,Other,FAQ,"1,865.00","2,250.00","1,890.00",Rs./Quintal,2021-09-13
Gujarat,Banaskanth,Dhanera APMC,Cereals,Wheat,Other,FAQ,"1,865.00","1,865.00","1,865.00",Rs./Quintal,2021-09-13
Gujarat,Banaskanth,Palanpur APMC,Cereals,Wheat,Other,FAQ,"1,950.00","2,160.00","2,055.00",Rs./Quintal,2021-09-13
Gujarat,Banaskanth,Panthawada APMC,Cereals,Wheat,Other,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2021-09-13
Gujarat,Banaskanth,Thara APMC,Cereals,Wheat,Other,FAQ,"1,940.00","2,160.00","2,050.00",Rs./Quintal,2021-09-13
Gujarat,Banaskanth,Thara(Shihori) APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,950.00","1,900.00",Rs./Quintal,2021-09-13
Gujarat,Banaskanth,Vadgam APMC,Cereals,Wheat,Lokwan Gujrat,FAQ,"1,900.00","1,900.00","1,900.00",Rs./Quintal,2021-09-13
Gujarat,Bharuch,Jambusar APMC,Cereals,Wheat,Other,FAQ,"1,800.00","2,100.00","1,900.00",Rs./Quintal,2021-09-13
Gujarat,Bhavnagar,Bhavnagar APMC,Cereals,Wheat,Local,FAQ,"1,850.00","2,035.00","1,940.00",Rs./Quintal,2021-09-13
Gujarat,Botad,Botad APMC,Cereals,Wheat,Other,FAQ,"2,000.00","2,170.00","2,085.00",Rs./Quintal,2021-09-13
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,147 Average,FAQ,"2,050.00","2,150.00","2,100.00",Rs./Quintal,2021-09-13
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Lokwan,FAQ,"2,050.00","2,150.00","2,100.00",Rs./Quintal,2021-09-13
Gujarat,Gandhinagar,Dehgam APMC,Cereals,Wheat,Other,FAQ,"1,980.00","2,120.00","2,050.00",Rs./Quintal,2021-09-13
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Cereals,Wheat,Other,FAQ,"1,950.00","2,000.00","1,975.00",Rs./Quintal,2021-09-13
Gujarat,Kheda,Kapadvanj APMC,Cereals,Wheat,Other,FAQ,"1,850.00","1,975.00","1,912.00",Rs./Quintal,2021-09-13
Gujarat,Mehsana,Becharaji APMC,Cereals,Wheat,Other,FAQ,"1,820.00","1,975.00","1,897.00",Rs./Quintal,2021-09-13
Gujarat,Mehsana,Mehsana(Jornang) APMC,Cereals,Wheat,Other,FAQ,"1,765.00","2,115.00","2,000.00",Rs./Quintal,2021-09-13
Gujarat,Mehsana,Visnagar APMC,Cereals,Wheat,Other,FAQ,"1,880.00","2,220.00","2,050.00",Rs./Quintal,2021-09-13
Gujarat,Morbi,APMC HALVAD,Cereals,Wheat,Other,FAQ,"1,880.00","2,200.00","2,100.00",Rs./Quintal,2021-09-13
Gujarat,Patan,Patan APMC,Cereals,Wheat,Other,FAQ,"1,850.00","2,140.00","2,000.00",Rs./Quintal,2021-09-13
Gujarat,Patan,Sami APMC,Cereals,Wheat,Other,FAQ,"1,650.00","1,900.00","1,850.00",Rs./Quintal,2021-09-13
Gujarat,Patan,Siddhpur APMC,Cereals,Wheat,Hybrid,FAQ,"1,850.00","2,245.00","2,047.00",Rs./Quintal,2021-09-13
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Other,FAQ,"1,780.00","1,830.00","1,805.00",Rs./Quintal,2021-09-13
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Lokwan,FAQ,"1,950.00","2,050.00","2,000.00",Rs./Quintal,2021-09-13
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Sharbati,FAQ,"1,980.00","2,210.00","2,110.00",Rs./Quintal,2021-09-13
Gujarat,Sabarkantha,Bhiloda APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,100.00","2,000.00",Rs./Quintal,2021-09-13
Gujarat,Sabarkantha,Dhansura APMC,Cereals,Wheat,Milbar,FAQ,"2,000.00","2,100.00","2,070.00",Rs./Quintal,2021-09-13
Gujarat,Sabarkantha,Himatnagar APMC,Cereals,Wheat,Sonalika,FAQ,"1,950.00","2,200.00","2,025.00",Rs./Quintal,2021-09-13
Gujarat,Amreli,APMC Bagasara,Cereals,Wheat,Lokwan Gujrat,FAQ,"1,800.00","1,900.00","1,850.00",Rs./Quintal,2021-09-14
Gujarat,Amreli,Rajula APMC,Cereals,Wheat,PISSI,FAQ,"2,000.00","2,125.00","2,063.00",Rs./Quintal,2021-09-14
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Bansi,FAQ,"1,700.00","2,155.00","1,928.00",Rs./Quintal,2021-09-14
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Lokwan,FAQ,"1,955.00","2,135.00","2,085.00",Rs./Quintal,2021-09-14
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Rajasthan Tukdi,FAQ,"1,805.00","2,275.00","2,090.00",Rs./Quintal,2021-09-14
Gujarat,Banaskanth,Deesa APMC,Cereals,Wheat,Other,FAQ,"1,920.00","2,055.00","1,950.00",Rs./Quintal,2021-09-14
Gujarat,Banaskanth,Deesa(Bhildi) APMC,Cereals,Wheat,Other,FAQ,"1,870.00","1,870.00","1,870.00",Rs./Quintal,2021-09-14
Gujarat,Banaskanth,Palanpur APMC,Cereals,Wheat,Other,FAQ,"1,925.00","2,150.00","2,037.00",Rs./Quintal,2021-09-14
Gujarat,Banaskanth,Thara APMC,Cereals,Wheat,Other,FAQ,"1,925.00","2,125.00","2,025.00",Rs./Quintal,2021-09-14
Gujarat,Banaskanth,Thara(Shihori) APMC,Cereals,Wheat,Other,FAQ,"1,875.00","1,960.00","1,917.50",Rs./Quintal,2021-09-14
Gujarat,Banaskanth,Vadgam APMC,Cereals,Wheat,Lokwan Gujrat,FAQ,"1,675.00","1,850.00","1,762.50",Rs./Quintal,2021-09-14
Gujarat,Bharuch,Jambusar APMC,Cereals,Wheat,Other,FAQ,"1,800.00","2,100.00","2,000.00",Rs./Quintal,2021-09-14
Gujarat,Bhavnagar,Bhavnagar APMC,Cereals,Wheat,Local,FAQ,"1,900.00","2,230.00","2,030.00",Rs./Quintal,2021-09-14
Gujarat,Botad,Botad APMC,Cereals,Wheat,Other,FAQ,"2,000.00","2,305.00","2,155.00",Rs./Quintal,2021-09-14
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,147 Average,FAQ,"2,050.00","2,150.00","2,100.00",Rs./Quintal,2021-09-14
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Lokwan,FAQ,"2,050.00","2,150.00","2,100.00",Rs./Quintal,2021-09-14
Gujarat,Gandhinagar,Dehgam APMC,Cereals,Wheat,Other,FAQ,"1,950.00","2,040.00","1,995.00",Rs./Quintal,2021-09-14
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Cereals,Wheat,Other,FAQ,"1,800.00","1,875.00","1,837.00",Rs./Quintal,2021-09-14
Gujarat,Gandhinagar,Mansa APMC,Cereals,Wheat,Medium,FAQ,"1,925.00","2,160.00","2,000.00",Rs./Quintal,2021-09-14
Gujarat,Jamnagar,Dhrol APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,030.00","1,965.00",Rs./Quintal,2021-09-14
Gujarat,Kheda,Kapadvanj APMC,Cereals,Wheat,Other,FAQ,"1,875.00","2,025.00","1,950.00",Rs./Quintal,2021-09-14
Gujarat,Mehsana,Becharaji APMC,Cereals,Wheat,Other,FAQ,"1,860.00","1,905.00","1,882.00",Rs./Quintal,2021-09-14
Gujarat,Mehsana,Mehsana(Jornang) APMC,Cereals,Wheat,Other,FAQ,"1,750.00","2,065.00","2,000.00",Rs./Quintal,2021-09-14
Gujarat,Mehsana,Visnagar APMC,Cereals,Wheat,Other,FAQ,"1,875.00","2,205.00","2,040.00",Rs./Quintal,2021-09-14
Gujarat,Morbi,APMC HALVAD,Cereals,Wheat,Other,FAQ,"1,875.00","2,195.00","2,100.00",Rs./Quintal,2021-09-14
Gujarat,Morbi,Vankaner APMC,Cereals,Wheat,Other,FAQ,"1,900.00","2,040.00","1,950.00",Rs./Quintal,2021-09-14
Gujarat,Panchmahals,Godhra(Timbaroad) APMC,Cereals,Wheat,Medium,FAQ,"1,820.00","1,900.00","1,860.00",Rs./Quintal,2021-09-14
Gujarat,Patan,Patan APMC,Cereals,Wheat,Other,FAQ,"1,850.00","2,225.00","2,040.00",Rs./Quintal,2021-09-14
Gujarat,Patan,Sami APMC,Cereals,Wheat,Other,FAQ,"1,650.00","1,900.00","1,850.00",Rs./Quintal,2021-09-14
Gujarat,Patan,Siddhpur APMC,Cereals,Wheat,Hybrid,FAQ,"1,525.00","2,150.00","1,837.00",Rs./Quintal,2021-09-14
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Other,FAQ,"1,780.00","1,795.00","1,790.00",Rs./Quintal,2021-09-14
Gujarat,Rajkot,Dhoraji APMC,Cereals,Wheat,Lokwan,FAQ,"1,705.00","1,955.00","1,930.00",Rs./Quintal,2021-09-14
